Keertana Finserv Private Limited ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
Portfolio Cuts as on 29th Feb 2024,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Branchwise,,,,,,,,,,,,,,,,,,,,
SN,Branch Code,Branch Name,District,State,Branch Classification,Number of Loans,"Total Principal Outstanding 
(In Crs)",Principal without overdues (In Crs),No of loans in arrears,No of loans written off,"Write offs in the quarter 
(In Crs)","Total PAR 
(In Crs)",1-30,31-60,61-90,91-120,121-150,151-180,181-365,>365
157,APKL0090,Nallajerla_KL,East Godavari,Andhra Pradesh,Rural,792,4.0474927,4.0474927,0,0,0,0,0,0,0,0,0,0,0,0
158,APKL0091,Nandyal_KL,Nandyal,Andhra Pradesh,Urban,384,2.1366659,2.1366659,0,0,0,0,0,0,0,0,0,0,0,0
159,APKL0072,Narayanapuram_KL,Eluru,Andhra Pradesh,Rural,1143,4.7039421,4.7039421,0,0,0,0,0,0,0,0,0,0,0,0
160,APKL0094,Narsipatnam_KL,Anakapalle,Andhra Pradesh,Rural,913,2.886977,2.886977,0,0,0,0,0,0,0,0,0,0,0,0
161,APJLG0262,Nidadavolu_JLG,East Godavari,Andhra Pradesh,Rural,3594,9.56027070300003,9.54995987400003,4,0,0,0.010310829,0.007379283,0,0,0.0029315459999999997,0,0,0,0
162,APMP0142,Palakollu_LH,West Godavari,Andhra Pradesh,Rural,302,3.681035892,3.547705746,5,0,0,0.133330146,0.010434898,0,0.122895248,0,0,0,0,0
163,APJLG0292,Palamaner_JLG,Chittoor,Andhra Pradesh,Rural,1448,7.13531287099999,7.13531287099999,0,0,0,0,0,0,0,0,0,0,0,0
164,APKL0017,Palamaner_KL,Chittoor,Andhra Pradesh,Rural,636,2.8498789,2.8498789,0,0,0,0,0,0,0,0,0,0,0,0
165,KAMP0139,Pavagada_LH,Tumkur,Karnataka,Rural,264,2.075683477,2.0631666550000003,2,0,0,0.012516822,0,0.007812989,0.004703833,0,0,0,0,0
166,APKL0047,Piler_KL,Annamayya,Andhra Pradesh,Rural,469,2.1659996,2.1659996,0,0,0,0,0,0,0,0,0,0,0,0
167,APKL0005,Prathipadu(EG)_KL,Kakinada,Andhra Pradesh,Rural,537,2.6535847,2.6535847,0,0,0,0,0,0,0,0,0,0,0,0
168,APJLG0263,Prathipadu-EG_JLG,Kakinada,Andhra Pradesh,Rural,2648,11.063612602,11.063612602,0,0,0,0,0,0,0,0,0,0,0,0
169,APJLG0239,Rajanagaram_JLG,East Godavari,Andhra Pradesh,Rural,1702,4.9629274779999895,4.9629274779999895,0,0,0,0,0,0,0,0,0,0,0,0
170,APMP0164,Rayadurgam_LH,Anantapur,Andhra Pradesh,Rural,202,1.836995604,1.82887493,1,0,0,0.008120674000000001,0,0.008120674000000001,0,0,0,0,0,0
171,APMP0159,Repalle_LH,Bapatla,Andhra Pradesh,Rural,335,3.794556068,3.794556068,0,0,0,0,0,0,0,0,0,0,0,0
172,APKL0214,Sompeta,Srikakulam,Andhra Pradesh,Rural,494,3.0509051,3.0509051,0,0,0,0,0,0,0,0,0,0,0,0
173,APKL0066,Tagarapuvalasa_KL,Visakhapatnam,Andhra Pradesh,Rural,1105,4.4958412,4.4958412,0,0,0,0,0,0,0,0,0,0,0,0
174,APKL0220,Tanuku_KL,West Godavari,Andhra Pradesh,Rural,528,2.5576431,2.5576431,0,0,0,0,0,0,0,0,0,0,0,0
175,APKL0191,Tekkali_KL,Srikakulam,Andhra Pradesh,Rural,330,1.8632848,1.8632848,0,0,0,0,0,0,0,0,0,0,0,0
176,APJLG0267,Tetagunta_JLG,Kakinada,Andhra Pradesh,Rural,2140,9.63254180299998,9.63254180299998,0,0,0,0,0,0,0,0,0,0,0,0
177,APKL0206,Uravakonda_KL,Anantapur,Andhra Pradesh,Rural,1411,8.7250699,8.7250699,0,0,0,0,0,0,0,0,0,0,0,0
178,TNKL0062,Vellore_KL,Vellore,Tamil Nadu,Urban,488,2.2906716,2.2906716,0,0,0,0,0,0,0,0,0,0,0,0
179,APMP0100,Nandyal_LH,Nandyal,Andhra Pradesh,Rural,139,1.305324428,1.305324428,0,0,0,0,0,0,0,0,0,0,0,0
180,APMP0230,Ongole_LH,Prakasam,Andhra Pradesh,Urban,248,2.2291311780000003,2.2291311780000003,0,0,0,0,0,0,0,0,0,0,0,0
181,APJLG0266,P.Gannavaram_JLG,Ambedkar konaseem,Andhra Pradesh,Rural,1467,6.81090050900002,6.81090050900002,0,0,0,0,0,0,0,0,0,0,0,0
182,APMP0126,Palamaner_LH,Chittoor,Andhra Pradesh,Rural,581,4.3109523659999995,4.151238224999999,24,0,0,0.15971414099999998,0.11523199499999999,0.026260789000000003,0.006730678999999999,0.011490678,0,0,0,0
183,APKL0049,Parvathipuram_KL,Parvathipuram Manyam,Andhra Pradesh,Rural,1116,5.0514094,5.0514094,0,0,0,0,0,0,0,0,0,0,0,0
184,APKL0067,Patnam Bazar_KL,Guntur,Andhra Pradesh,Urban,616,3.6878631,3.6878631,0,0,0,0,0,0,0,0,0,0,0,0
185,APMP0234,Patnam Bazar_LH,Guntur,Andhra Pradesh,Urban,162,1.346316689,1.346316689,0,0,0,0,0,0,0,0,0,0,0,0
186,APJLG0243,Pedana_JLG,Krishna,Andhra Pradesh,Rural,2432,10.459168879,10.433797783,8,0,0,0.025371096,0.009050995,0.003215193,0.013104908,0,0,0,0,0
187,APJLG0194,Penugonda_JLG,West Godavari,Andhra Pradesh,Rural,2285,9.48334441099997,9.48334441099997,0,0,0,0,0,0,0,0,0,0,0,0
188,APKL0055,Prathipadu_KL,Guntur,Andhra Pradesh,Rural,254,1.0169953,1.0169953,0,0,0,0,0,0,0,0,0,0,0,0
189,APJLG0294,Punganur_JLG,Chittoor,Andhra Pradesh,Rural,1251,6.36520711399999,6.36520711399999,0,0,0,0,0,0,0,0,0,0,0,0
190,APKL0093,Rajanagaram_KL,East Godavari,Andhra Pradesh,Rural,901,3.265912,3.265912,0,0,0,0,0,0,0,0,0,0,0,0
191,APKL0108,Ranasthalam_KL,Srikakulam,Andhra Pradesh,Rural,707,2.7400122,2.7400122,0,0,0,0,0,0,0,0,0,0,0,0
192,APMP0140,Ravulapalem_LH,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,Rural,184,3.1464854850000004,3.1464854850000004,0,0,0,0,0,0,0,0,0,0,0,0
193,APJLG0270,Repalle_JLG,Bapatla,Andhra Pradesh,Rural,2491,9.283687664,9.25891581,7,0,0,0.024771854000000003,0.016947964000000003,0.00782389,0,0,0,0,0,0
194,APKL0036,Repalle_KL,Bapatla,Andhra Pradesh,Rural,1148,3.9168277,3.9168277,0,0,0,0,0,0,0,0,0,0,0,0
195,APJLG0245,Sattenapalli_JLG,Palnadu,Andhra Pradesh,Rural,2877,10.952530414,10.949448578,1,0,0,0.003081836,0.003081836,0,0,0,0,0,0,0
196,TSKL0075,Serilingampally_KL,Rangareddi,Telangana,Rural,523,4.1135729009999995,4.0828124,1,0,0,0.030760501000000003,0,0.030760501000000003,0,0,0,0,0,0
197,APKL0116,Singarayakonda_KL,Prakasam,Andhra Pradesh,Rural,650,2.095005,2.095005,0,0,0,0,0,0,0,0,0,0,0,0
198,APKL0087,Srungavarapukota_KL,Vizianagaram,Andhra Pradesh,Rural,536,2.0686986,2.0686986,0,0,0,0,0,0,0,0,0,0,0,0
199,APMP0150,Tadepalligudem_LH,West Godavari,Andhra Pradesh,Rural,214,2.650947074,2.633950067,2,0,0,0.016997007,0.008499243,0,0.008497764,0,0,0,0,0
200,TNMP0166,Vellore_LH,Vellore,Tamil Nadu,Urban,136,1.3730751289999998,1.1461185539999998,7,0,0,0.226956575,0.014407442999999999,0,0.196959638,0.0056643760000000005,0.009925118,0,0,0
201,TSJLG0279,Vemsoor_JLG,Khammam,Telangana,Rural,1251,5.753137741,5.753137741,0,0,0,0,0,0,0,0,0,0,0,0
202,APKL0015,Venkatagirikota_KL,Chittoor,Andhra Pradesh,Rural,632,3.7020235,3.7020235,0,0,0,0,0,0,0,0,0,0,0,0
203,APKL0144,Vinukonda-2_KL,Palnadu,Andhra Pradesh,Rural,1139,6.17217,6.17217,0,0,0,0,0,0,0,0,0,0,0,0
204,APJLG0236,Vissannapeta_JLG,NTR,Andhra Pradesh,Rural,2262,8.725159394000011,8.725159394000011,0,0,0,0,0,0,0,0,0,0,0,0
205,TSJLG0222,Wyra_JLG,Khammam,Telangana,Rural,2839,10.037393475,10.037393475,0,0,0,0,0,0,0,0,0,0,0,0
206,APKL0189,Yemmiganur_KL,Kurnool,Andhra Pradesh,Rural,398,2.0463293,2.0463293,0,0,0,0,0,0,0,0,0,0,0,0
207,APJLG0298,Kuppam_JLG,Chittoor,Andhra Pradesh,Rural,530,2.739340823,2.739340823,0,0,0,0,0,0,0,0,0,0,0,0
208,APKL0112,Macherla_KL,Palnadu,Andhra Pradesh,Rural,641,2.3239003,2.3239003,0,0,0,0,0,0,0,0,0,0,0,0
209,APKL0133,Madhurawada_KL,Visakhapatnam,Andhra Pradesh,rural,337,1.1829845,1.1829845,0,0,0,0,0,0,0,0,0,0,0,0
210,APJLG0332,Martur_JLG,Bapatla,Andhra Pradesh,Rural,1176,4.813732200000009,4.813732200000009,0,0,0,0,0,0,0,0,0,0,0,0
211,APKL0092,Medarametla_KL,Bapatla,Andhra Pradesh,Rural,740,2.4129211,2.4129211,0,0,0,0,0,0,0,0,0,0,0,0
212,APJLG0187,Mudinepalli_JLG,Eluru,Andhra Pradesh,Rural,2788,10.284830553,10.284830553,0,0,0,0,0,0,0,0,0,0,0,0
213,APKL0035,Mummadivaram_KL,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,Rural,1322,6.6836719,6.6836719,0,0,0,0,0,0,0,0,0,0,0,0
214,APKL0188,Narasannapeta_KL,Srikakulam,Andhra Pradesh,Urban,136,0.6608575,0.6608575,0,0,0,0,0,0,0,0,0,0,0,0
215,TSJLG0302,Nereducherla_JLG,Suryapet,Telangana,Rural,685,2.508805832,2.4969060040000004,4,0,0,0.011899828,0.002918544,0.008981283999999999,0,0,0,0,0,0
216,APMP0148,Nidadavolu_LH,East Godavari,Andhra Pradesh,Rural,349,4.99522655200001,4.99522655200001,0,0,0,0,0,0,0,0,0,0,0,0
217,APKL0217,Palakollu_KL,West Godavari,Andhra Pradesh,Rural,882,4.0193261,4.0193261,0,0,0,0,0,0,0,0,0,0,0,0
218,APKL0052,Palakonda_KL,Parvathipuram Manyam,Andhra Pradesh,Rural,982,7.1677447,7.1677447,0,0,0,0,0,0,0,0,0,0,0,0
219,APKL0077,Pamuru_KL,Prakasam,Andhra Pradesh,Rural,690,3.4994369,3.4994369,0,0,0,0,0,0,0,0,0,0,0,0
220,APJLG0325,Peddapuram_JLG,East Godavari,Andhra Pradesh,Rural,1260,4.657471767000009,4.657471767000009,0,0,0,0,0,0,0,0,0,0,0,0
221,APKL0008,Punganur_KL,Chittoor,Andhra Pradesh,Rural,1450,7.1591816,7.1591816,0,0,0,0,0,0,0,0,0,0,0,0
222,APKL0030,Rajahmundry_KL,East Godavari,Andhra Pradesh,Urban,771,3.7924894,3.7924894,0,0,0,0,0,0,0,0,0,0,0,0
223,APKL0014,Rajam_KL,Vizianagaram,Andhra Pradesh,Rural,541,1.8320552,1.8320552,0,0,0,0,0,0,0,0,0,0,0,0
224,APKL0114,Ravulapalem_KL,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,Rural,654,2.5518933,2.5518933,0,0,0,0,0,0,0,0,0,0,0,0
225,APKL0058,Salur_KL,Parvathipuram Manyam,Andhra Pradesh,Rural,1085,4.4244796,4.4244796,0,0,0,0,0,0,0,0,0,0,0,0
226,APMP0145,Samarlakota_LH,Kakinada,Andhra Pradesh,Rural,549,8.098401269,7.911506905,6,0,0,0.18689436399999998,0.083900064,0.0620076,0,0,0.0409867,0,0,0
227,APKL0132,Sujatha Nagar_KL,Visakhapatnam,Andhra Pradesh,Rural,333,1.3517072,1.3517072,0,0,0,0,0,0,0,0,0,0,0,0
228,APKL0085,T Sundupalle_KL,Annamayya,Andhra Pradesh,Rural,1534,7.420884260899999,7.420884260899999,0,0,0,0,0,0,0,0,0,0,0,0
229,APKL0029,Tadepalligudem_KL,West Godavari,Andhra Pradesh,Rural,1642,7.003808,7.003808,0,0,0,0,0,0,0,0,0,0,0,0
230,APKL0064,Tadikonda_KL,Guntur,Andhra Pradesh,Rural,581,2.1770821,2.1770821,0,0,0,0,0,0,0,0,0,0,0,0
231,APKL0181,Tadithota(Rajahmundry-2)_KL,East Godavari,Andhra Pradesh,Urban,576,4.0378082,4.0378082,0,0,0,0,0,0,0,0,0,0,0,0
232,APKL0023,Tallapudi_KL,East Godavari,Andhra Pradesh,Rural,1795,5.6749775,5.6749775,0,0,0,0,0,0,0,0,0,0,0,0
233,ORJLG0318,Tangi_JLG,Khordha ,Orissa,Rural,746,3.8547590090000003,3.8547590090000003,0,0,0,0,0,0,0,0,0,0,0,0
234,APKL0123,Tanguturu_KL,Prakasam,Andhra Pradesh,Rural,610,2.3914958,2.3914958,0,0,0,0,0,0,0,0,0,0,0,0
235,APKL0069,Thullur_KL,Guntur,Andhra Pradesh,Rural,433,2.1977942,2.1977942,0,0,0,0,0,0,0,0,0,0,0,0
236,APJLG0242,Undi_JLG,West Godavari,Andhra Pradesh,Rural,2417,10.5974826339999,10.5974826339999,0,0,0,0,0,0,0,0,0,0,0,0
237,APKL0012,Proddatur_KL,Kadapa,Andhra Pradesh,Rural,1312,6.4227209,6.4227209,0,0,0,0,0,0,0,0,0,0,0,0
238,ORJLG0297,Purusottampur_JLG,Ganjam,Orissa,Rural,1191,5.93903028699999,5.93903028699999,0,0,0,0,0,0,0,0,0,0,0,0
239,APJLG0295,Puthalapattu_JLG,Chittoor,Andhra Pradesh,Rural,459,2.4240848219999998,2.4240848219999998,0,0,0,0,0,0,0,0,0,0,0,0
240,APKL0009,Rayachoti_KL,Annamayya,Andhra Pradesh,Rural,874,3.9269115,3.9269115,0,0,0,0,0,0,0,0,0,0,0,0
241,APKL0173,Rayadurgam_KL,Anantapur,Andhra Pradesh,Rural,607,2.6501529,2.6501529,0,0,0,0,0,0,0,0,0,0,0,0
242,APKL0103,Srikakulam_KL,Srikakulam,Andhra Pradesh,Urban,657,3.5414115,3.5414115,0,0,0,0,0,0,0,0,0,0,0,0
243,APKL0233,Sullurpeta_KL,Tirupati,Andhra Pradesh,Rural,999,6.3151141,6.3151141,0,0,0,0,0,0,0,0,0,0,0,0
244,APKL0102,Tadipatri_KL,Anantapur,Andhra Pradesh,Rural,633,4.32391,4.32391,0,0,0,0,0,0,0,0,0,0,0,0
245,APKL0038,Tenali_KL,Guntur,Andhra Pradesh,Rural,444,2.7072226,2.7072226,0,0,0,0,0,0,0,0,0,0,0,0
246,APMP0162,Tenali_LH,Guntur,Andhra Pradesh,Rural,403,3.3885785659999996,3.3885785659999996,0,0,0,0,0,0,0,0,0,0,0,0
247,APKL0031,Tuni_KL,Kakinada,Andhra Pradesh,Rural,684,3.0065886,3.0065886,0,0,0,0,0,0,0,0,0,0,0,0
248,APMP0151,Tuni_LH,Kakinada,Andhra Pradesh,Rural,305,5.076199494,5.013285571,2,0,0,0.062913923,0.057214326,0,0.005699597,0,0,0,0,0
249,APKL0084,Velugodu_KL,Nandyal,Andhra Pradesh,Rural,1,0.0006,0.0006,0,0,0,0,0,0,0,0,0,0,0,0
250,APKL0207,Vetapalem_KL,Bapatla,Andhra Pradesh,Rural,1230,4.6488461,4.6488461,0,0,0,0,0,0,0,0,0,0,0,0
251,APKL0086,Vizianagaram_KL,Vizianagaram,Andhra Pradesh,Urban,479,2.6667379,2.6667379,0,0,0,0,0,0,0,0,0,0,0,0
252,APJLG0186,Vuyyuru_JLG,Krishna,Andhra Pradesh,Rural,3705,13.189087137000001,13.185472072000001,1,0,0,0.003615065,0,0.003615065,0,0,0,0,0,0
253,PUJLG0264,Yanam_JLG,Yanam,Pondicherry,Rural,1855,8.339126137000001,8.339126137000001,0,0,0,0,0,0,0,0,0,0,0,0
254,APKL0212,Yelamanchili_KL,Visakhapatnam,Andhra Pradesh,Rural,377,1.834341,1.834341,0,0,0,0,0,0,0,0,0,0,0,0
255,APKL0125,Yeleswaram_KL,Kakinada,Andhra Pradesh,Rural,896,3.948094,3.948094,0,0,0,0,0,0,0,0,0,0,0,0
256,APJLG0293,Venkatagirikota_JLG,Chittoor,Andhra Pradesh,Rural,419,2.2072432,2.2072432,0,0,0,0,0,0,0,0,0,0,0,0
257,APKL0089,Vissannapeta_KL,NTR,Andhra Pradesh,Rural,836,3.3128768,3.3128768,0,0,0,0,0,0,0,0,0,0,0,0
258,APJLG0197,Unguturu_JLG,Eluru,Andhra Pradesh,Rural,1923,7.191364747999979,7.191364747999979,0,0,0,0,0,0,0,0,0,0,0,0
259,APKL0211,Veeraghattam_KL,Parvathipuram Manyam,Andhra Pradesh,Rural,257,1.1749854,1.1749854,0,0,0,0,0,0,0,0,0,0,0,0
260,APJLG0195,Veeravasaram_JLG,West Godavari,Andhra Pradesh,Rural,1959,8.207283215,8.203266407000001,1,0,0,0.004016808,0.004016808,0,0,0,0,0,0,0
261,APMP0163,Venkatagirikota_LH,Chittoor,Andhra Pradesh,Rural,353,4.4328814119999995,4.4328814119999995,0,0,0,0,0,0,0,0,0,0,0,0
262,APKL0027,Vinukonda_KL,Palnadu,Andhra Pradesh,Rural,2345,11.4483815,11.4483815,0,0,0,0,0,0,0,0,0,0,0,0
263,PUMP0149,Yanam_LH,Yanam,Pondicherry,Urban,352,5.10142313,5.055982552,2,0,0,0.045440578,0.03863827,0,0.006802308,0,0,0,0,0
264,TSKL0310,Madhira_KL,Khammam,Telangana,Urban,75,0.7249372,0.7249372,0,0,0,0,0,0,0,0,0,0,0,0
265,TSKL0311,Maripeda_KL,Mahabubabad,Telangana,Urban,2,0.0150493,0.0150493,0,0,0,0,0,0,0,0,0,0,0,0
266,TSKL0306,Wyra_KL,Khammam,Telangana,Urban,107,0.7581547,0.7581547,0,0,0,0,0,0,0,0,0,0,0,0
267,TSKL0307,Suryapet_KL,Nalgonda,Telangana,Urban,83,0.4955145,0.4955145,0,0,0,0,0,0,0,0,0,0,0,0
268,APJLG0331,Perecherla_JLG,Guntur,Andhra Pradesh,Rural,544,2.2545605859999998,2.2508599769999997,1,0,0,0.0037006089999999997,0,0,0.0037006089999999997,0,0,0,0,0
269,TSKL0308,Sathupalli_KL,Khammam,Telangana,Urban,106,0.8511337,0.8511337,0,0,0,0,0,0,0,0,0,0,0,0
270,APJLG0352,Chirala_JLG,Bapatla,Andhra Pradesh,Rural,926,3.3458702,3.3458702,0,0,0,0,0,0,0,0,0,0,0,0
271,APJLG0326,Denduluru_JLG,West Godavari,Andhra Pradesh,Rural,1356,5.9034065170000005,5.9034065170000005,0,0,0,0,0,0,0,0,0,0,0,0
272,APJLG0322,Devarapalli_JLG,West Godavari,Andhra Pradesh,Rural,1536,6.25073074200001,6.25073074200001,0,0,0,0,0,0,0,0,0,0,0,0
273,TSJLG0328,Enkuru_JLG,Khammam,Telangana,Rural,988,4.360797158,4.360797158,0,0,0,0,0,0,0,0,0,0,0,0
274,TSKL0299,Khammam_KL,Khammam,Telangana,Urban,2,0.0206157,0.0206157,0,0,0,0,0,0,0,0,0,0,0,0
275,APJLG0324,Nallajerla_JLG,East Godavari,Andhra Pradesh,Rural,1253,5.348156327000001,5.348156327000001,0,0,0,0,0,0,0,0,0,0,0,0
276,APJLG0355,Rompicherla_JLG,Palnadu,Andhra Pradesh,Rural,119,0.505730133,0.505730133,0,0,0,0,0,0,0,0,0,0,0,0
,,,,Total,,295929,1373.1657377853999,1371.0422936783993,278,0,0,2.1234441069999996,0.988683063,0.3533640089999999,0.5165424990000002,0.11363398699999998,0.094112128,0,0.034563859,0.022544562
,,,,,,,,,,,,,,,,,,,,
KL denotes Gold Loan; JLG - Joint Liability Group Lending and LH - LAP & HL,,,,,,,0.09394145217264951,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Districtwise,,,,,,,,,,,,,,,,,,,,
SN,District,State,Number of Loans,"Total Principal Outstanding 
(In Crs)",Principal without overdues (In Crs),No of loans in arrears,No of loans written off,"Write offs in the quarter 
(In Crs)","Total PAR 
(In Crs)",1-30,31-60,61-90,91-120,121-150,151-180,181-365,>365,,,
1,Visakhapatnam,Andhra Pradesh,5225,20.831266029999988,20.831266029999988,0,0,0,0,0,0,0,0,0,0,0,0,,,
2,Bapatla,Andhra Pradesh,22630,89.36570516100001,89.221702202,28,0,0,0.14400295899999999,0.055752635,0.027372795000000002,0.0034297150000000003,0.053604321999999996,0.003843492,0,0,0,,,
3,Palnadu,Andhra Pradesh,17202,67.44766960600002,67.42409544200002,7,0,0,0.023574163999999998,0.006280483,0.017293680999999998,0,0,0,0,0,0,,,
4,Anantapur,Andhra Pradesh,10052,66.00000792700001,65.93340869800001,13,0,0,0.066599229,0.017543937,0.019676583,0.016217156,0.008913143,0.00424841,0,0,0,,,
5,Kakinada,Andhra Pradesh,16715,86.08430096999987,85.77991935299987,9,0,0,0.304381617,0.19568772,0.0620076,0.005699597,0,0.0409867,0,0,0,,,
6,Anakapalle,Andhra Pradesh,4308,22.410133297999998,22.404966598999998,1,0,0,0.005166698999999999,0,0,0.005166698999999999,0,0,0,0,0,,,
7,Nandyal,Andhra Pradesh,3319,18.568405627999997,18.568405627999997,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,West Godavari,Andhra Pradesh,15827,73.08977871099988,72.93543474999989,8,0,0,0.154343961,0.022950949000000002,0,0.131393012,0,0,0,0,0,,,
9,Chittoor,Andhra Pradesh,10524,59.66164847899997,59.339611266999974,45,0,0,0.322037212,0.215106305,0.052015739000000005,0.03863261,0.016282558000000003,0,0,0,0,,,
10,East Godavari,Andhra Pradesh,29991,109.24002274500005,109.12058449600005,30,0,0,0.11943824900000001,0.056354284000000004,0.005771122,0.004255203000000001,0.007500906,0,0,0.023012172,0.022544562,,,
11,Sri Sathya Sai,Andhra Pradesh,9442,47.393801421000006,47.32380315900001,10,0,0,0.06999826199999999,0.025018827,0.026387597999999998,0.007531878,0.011059959,0,0,0,0,,,
12,Suryapet,Telangana,2656,9.34727050899997,9.32595883599997,7,0,0,0.021311673,0.008933761,0.012377912,0,0,0,0,0,0,,,
13,NTR,Andhra Pradesh,13264,53.14118545600001,53.12854269900001,3,0,0,0.012642757,0.00843389,0.004208867,0,0,0,0,0,0,,,
14,Kadapa,Andhra Pradesh,6228,36.6446949,36.6446949,0,0,0,0,0,0,0,0,0,0,0,0,,,
15,Nellore,Andhra Pradesh,3342,19.431777168,19.431777168,0,0,0,0,0,0,0,0,0,0,0,0,,,
16,Prakasam,Andhra Pradesh,18376,87.82469455300001,87.82114339900002,1,0,0,0.003551154,0.003551154,0,0,0,0,0,0,0,,,
17,Krishna,Andhra Pradesh,20452,83.52021458499993,83.36039336599994,48,0,0,0.15982121900000001,0.08251508600000002,0.032904894,0.016655639,0,0.0277456,0,0,0,,,
18,Vizianagaram,Andhra Pradesh,2978,14.422823563000001,14.422823563000001,0,0,0,0,0,0,0,0,0,0,0,0,,,
19,Srikakulam,Andhra Pradesh,4742,28.254475699999997,28.254475699999997,0,0,0,0,0,0,0,0,0,0,0,0,,,
20,Khammam,Telangana,12995,52.27719824699992,52.27719824699992,0,0,0,0,0,0,0,0,0,0,0,0,,,
21,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,4145,23.187397184,23.158358543000002,3,0,0,0.029038641000000004,0,0,0.017486954000000002,0,0,0,0.011551687,0,,,
22,Bhadradri Kothagudem,Telangana,3352,16.36579309499999,16.36579309499999,0,0,0,0,0,0,0,0,0,0,0,0,,,
23,Annamayya,Andhra Pradesh,7012,37.284283563900004,37.011881213900004,35,0,0,0.27240235,0.176680197,0.036085482,0.057907648,0.0017290229999999999,0,0,0,0,,,
24,Hyderabad,Telangana,708,8.010639674,8.010639674,0,0,0,0,0,0,0,0,0,0,0,0,,,
25,Eluru,Andhra Pradesh,17350,75.84622163999995,75.84622163999995,0,0,0,0,0,0,0,0,0,0,0,0,,,
26,Ganjam,Orissa,4341,21.85711972699996,21.85711972699996,0,0,0,0,0,0,0,0,0,0,0,0,,,
27,Guntur,Andhra Pradesh,13782,57.40162865450002,57.373746871500025,9,0,0,0.027881783,0.011763519,0.012417655,0.0037006089999999997,0,0,0,0,0,,,
28,Kolar,Karnataka,624,6.219855137,6.148277435,9,0,0,0.07157770199999999,0.049064603,0.006270591000000001,0,0.0088797,0.007362808,0,0,0,,,
29,Tirupati,Andhra Pradesh,3120,16.682810099999998,16.682810099999998,0,0,0,0,0,0,0,0,0,0,0,0,,,
30,Kurnool,Andhra Pradesh,1205,8.0586925,8.0586925,0,0,0,0,0,0,0,0,0,0,0,0,,,
31,Tumkur,Karnataka,930,7.081510538,7.068993716,2,0,0,0.012516822,0,0.007812989,0.004703833,0,0,0,0,0,,,
32,Vellore,Tamil Nadu,624,3.6637467289999996,3.4367901539999997,7,0,0,0.226956575,0.014407442999999999,0,0.196959638,0.0056643760000000005,0.009925118,0,0,0,,,
33,Ambedkar konaseem,Andhra Pradesh,1467,6.81090050900002,6.81090050900002,0,0,0,0,0,0,0,0,0,0,0,0,,,
34,Parvathipuram Manyam,Andhra Pradesh,3440,17.818619100000003,17.818619100000003,0,0,0,0,0,0,0,0,0,0,0,0,,,
35,Rangareddi,Telangana,523,4.1135729009999995,4.0828124,1,0,0,0.030760501000000003,0,0.030760501000000003,0,0,0,0,0,0,,,
36,Khordha ,Orissa,746,3.8547590090000003,3.8547590090000003,0,0,0,0,0,0,0,0,0,0,0,0,,,
37,Yanam,Pondicherry,2207,13.440549267000002,13.395108689000002,2,0,0,0.045440578,0.03863827,0,0.006802308,0,0,0,0,0,,,
38,Mahabubabad,Telangana,2,0.0150493,0.0150493,0,0,0,0,0,0,0,0,0,0,0,0,,,
39,Nalgonda,Telangana,83,0.4955145,0.4955145,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,Total,295929,1373.1657377853996,1371.0422936783998,278,0,0,2.123444107,0.988683063,0.35336400900000003,0.516542499,0.11363398699999999,0.09411212799999999,0,0.034563859,0.022544562,,,
,,,,,,,,,,,,,,,,,,,,
Statewise,,,,,,,,,,,,,,,,,,,,
SN,State,Number of Loans,"Total Principal Outstanding 
(In Crs)",Principal without overdues (In Crs),No of loans in arrears,No of loans written off,"Write offs in the quarter 
(In Crs)","Total PAR 
(In Crs)",1-30,31-60,61-90,91-120,121-150,151-180,181-365,>365,,,,
1,Andhra Pradesh,266138,1226.4231591523999,1224.7082788963999,250,0,0,1.7148802560000003,0.877638986,0.296142016,0.30807672,0.09908991099999999,0.076824202,0,0.034563859,0.022544562,,,,
2,Karnataka,1554,13.301365675,13.217271151,11,0,0,0.084094524,0.049064603,0.01408358,0.004703833,0.0088797,0.007362808,0,0,0,,,,
3,Orissa,5087,25.71187873599996,25.71187873599996,0,0,0,0,0,0,0,0,0,0,0,0,,,,
4,Pondicherry,2207,13.440549267000002,13.395108689000002,2,0,0,0.045440578,0.03863827,0,0.006802308,0,0,0,0,0,,,,
5,Tamil Nadu,624,3.6637467289999996,3.4367901539999997,7,0,0,0.226956575,0.014407442999999999,0,0.196959638,0.0056643760000000005,0.009925118,0,0,0,,,,
