Unnamed: 0,Keertana Finserv Private Limited ,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,Portfolio Cuts as on 31st Jan 2024,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Branchwise,,,,,,,,,,,,,,,,,,,
,SN,Branch Code,Branch Name,District,State,Number of Loans,"Total Principal Outstanding 
(In Crs)",Principal without overdues (In Crs),No of loans in arrears,No of loans written off,"Write offs in the quarter 
(In Crs)","Total PAR 
(In Crs)",1-30,31-60,61-90,91-120,121-150,151-180,181-365,>365
,95,APMP0130,Anantapur_LH,Anantapur,Andhra Pradesh,401,2.348464293,2.307165576,9,0,0,0.041298717,0.018470906,0.009666258,0.008913143,0.00424841,0,0,0,0
,96,KAMP0176,Bangarpet_LH,Kolar,Karnataka,255,2.614977968,2.60761516,1,0,0,0.007362808,0,0,0,0.007362808,0,0,0,0
,97,APKL0011,Bangaruplayam_KL,Chittoor,Andhra Pradesh,857,4.4679429,4.4679429,0,0,0,0,0,0,0,0,0,0,0,0
,98,APJLG0327,Bantumilli_JLG,Krishna,Andhra Pradesh,516,1.86499782,1.834646718,8,0,0,0.030351101999999998,0.010271355000000001,0,0,0.020079747,0,0,0,0
,99,APKL0053,Bobbili_KL,Vizianagaram,Andhra Pradesh,1051,5.7126577,5.7126577,0,0,0,0,0,0,0,0,0,0,0,0
,100,ORJLG0290,Chatrapur_JLG,Ganjam,Orissa,976,4.996831812000011,4.996831812000011,0,0,0,0,0,0,0,0,0,0,0,0
,101,APKL0078,Chennekothapalli_KL,Sri Sathya Sai,Andhra Pradesh,1306,4.428448,4.428448,0,0,0,0,0,0,0,0,0,0,0,0
,102,APJLG0228,Cherukupalli_JLG,Bapatla,Andhra Pradesh,2396,7.99636781099998,7.97589356099998,6,0,0,0.02047425,0.013201042999999999,0.0034297150000000003,0,0.003843492,0,0,0,0
,103,APKL0026,Chilakaluripet_KL,Palnadu,Andhra Pradesh,2119,6.1246015,6.1246015,0,0,0,0,0,0,0,0,0,0,0,0
,104,APJLG0286,Chintalapudi_JLG,Eluru,Andhra Pradesh,1711,8.287580832999959,8.287580832999959,0,0,0,0,0,0,0,0,0,0,0,0
,105,APJLG0272,Chodavaram_JLG,Anakapalle,Andhra Pradesh,1007,4.917718731,4.917718731,0,0,0,0,0,0,0,0,0,0,0,0
,106,APMP0248,Cumbum_LH,Prakasam,Andhra Pradesh,295,2.970012616,2.970012616,0,0,0,0,0,0,0,0,0,0,0,0
,107,APKL0046,Darsi_KL,Prakasam,Andhra Pradesh,925,3.7928006,3.7928006,0,0,0,0,0,0,0,0,0,0,0,0
,108,APKL0175,Gajuwaka_KL,Visakhapatnam,Andhra Pradesh,298,1.5004738,1.5004738,0,0,0,0,0,0,0,0,0,0,0,0
,109,APKL0213,Gopalapatnam_KL,Visakhapatnam,Andhra Pradesh,222,1.3344949,1.3344949,0,0,0,0,0,0,0,0,0,0,0,0
,110,APKL0068,Hindupur_KL,Sri Sathya Sai,Andhra Pradesh,1713,8.4611406,8.4611406,0,0,0,0,0,0,0,0,0,0,0,0
,111,ORJLG0334,Hinjilicut_JLG,Ganjam,Orissa,23,0.121624,0.121624,0,0,0,0,0,0,0,0,0,0,0,0
,112,TSMP0312,Hyderabad_LH,Hyderabad,Telangana,1,0.9010156890000001,0.9010156890000001,0,0,0,0,0,0,0,0,0,0,0,0
,113,APKL0024,Jangareddygudem_KL,Eluru,Andhra Pradesh,709,3.7115825,3.7115825,0,0,0,0,0,0,0,0,0,0,0,0
,114,APMP0256,Jangareddygudem_LH,Eluru,Andhra Pradesh,247,3.503451351,3.503451351,0,0,0,0,0,0,0,0,0,0,0,0
,115,APJLG0185,Kaikalur_JLG,Eluru,Andhra Pradesh,3243,12.573644190000001,12.573644190000001,0,0,0,0,0,0,0,0,0,0,0,0
,116,APKL0039,Kathipudi_KL,Kakinada,Andhra Pradesh,797,3.2393375,3.2393375,0,0,0,0,0,0,0,0,0,0,0,0
,117,APKL0105,Komarolu_KL,Prakasam,Andhra Pradesh,1046,3.7754612,3.7754612,0,0,0,0,0,0,0,0,0,0,0,0
,118,APJLG0304,Korukonda_JLG,East Godavari,Andhra Pradesh,3716,9.64319683200001,9.60891427000001,10,0,0,0.034282562,0.001097578,0,0.000433946,0,0,0,0.019178898,0.01357214
,119,APKL0007,Koyyalagudem_KL,Eluru,Andhra Pradesh,1257,6.5417007,6.5417007,0,0,0,0,0,0,0,0,0,0,0,0
,120,APJLG0323,Kuchipudi_JLG,Krishna,Andhra Pradesh,1386,5.116311106,5.106322286,3,0,0,0.009988819999999999,0.0025946479999999997,0.0035507309999999997,0,0.0038434410000000004,0,0,0,0
,121,APKL0037,Karlapalem_KL,Bapatla,Andhra Pradesh,1550,6.5757918,6.5757918,0,0,0,0,0,0,0,0,0,0,0,0
,122,APKL0182,Kondapalli_KL,NTR,Andhra Pradesh,1284,4.7731111,4.7731111,0,0,0,0,0,0,0,0,0,0,0,0
,123,APKL0119,Kota_KL,Tirupati,Andhra Pradesh,1248,5.0031485,5.0031485,0,0,0,0,0,0,0,0,0,0,0,0
,124,APJLG0273,Kotananduru_JLG,Kakinada,Andhra Pradesh,1123,5.43970841699998,5.43970841699998,0,0,0,0,0,0,0,0,0,0,0,0
,125,TSJLG0284,Kothagudem_JLG,Bhadradri Kothagudem,Telangana,1380,6.938747956,6.938747956,0,0,0,0,0,0,0,0,0,0,0,0
,126,APJLG0196,Koyyalagudem_JLG,Eluru,Andhra Pradesh,2528,11.0531438209999,11.0531438209999,0,0,0,0,0,0,0,0,0,0,0,0
,127,APMP0128,Madanapalle_LH,Annamayya,Andhra Pradesh,764,5.912796725,5.717447511,21,0,0,0.195349214,0.163893376,0.029726815000000004,0.0017290229999999999,0,0,0,0,0
,128,TSJLG0199,Madhira_JLG,Khammam,Telangana,2811,10.4582128829999,10.4582128829999,0,0,0,0,0,0,0,0,0,0,0,0
,129,APKL0034,Mandapet_KL,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,903,3.2260695,3.2260695,0,0,0,0,0,0,0,0,0,0,0,0
,130,APJLG0237,Mylavaram_JLG,NTR,Andhra Pradesh,2541,10.1628759999999,10.1628759999999,0,0,0,0,0,0,0,0,0,0,0,0
,131,APKL0215,Naidupet_KL,Tirupati,Andhra Pradesh,803,4.6624569,4.6624569,0,0,0,0,0,0,0,0,0,0,0,0
,132,APKL0032,Narasaraopet_KL,Palnadu,Andhra Pradesh,647,2.2588896,2.2588896,0,0,0,0,0,0,0,0,0,0,0,0
,133,APMP0096,Narsipatnam_LH,Anakapalle,Andhra Pradesh,388,4.293158492,4.287991793,1,0,0,0.005166698999999999,0.005166698999999999,0,0,0,0,0,0,0
,134,APKL0122,Nellore_KL,Nellore,Andhra Pradesh,700,4.2193272,4.2193272,0,0,0,0,0,0,0,0,0,0,0,0
,135,APKL0080,Obula Devara Cheruvu_KL,Sri Sathya Sai,Andhra Pradesh,1275,3.5694905,3.5694905,0,0,0,0,0,0,0,0,0,0,0,0
,136,APKL0113,Ongole_KL,Prakasam,Andhra Pradesh,706,3.6657231,3.6657231,0,0,0,0,0,0,0,0,0,0,0,0
,137,APKL0101,Palasa_KL,Srikakulam,Andhra Pradesh,1016,8.3902736,8.3902736,0,0,0,0,0,0,0,0,0,0,0,0
,138,APKL0120,Pamidi_KL,Anantapur,Andhra Pradesh,761,4.4173905,4.4173905,0,0,0,0,0,0,0,0,0,0,0,0
,139,APKL0247,Pathapatnam_KL,Srikakulam,Andhra Pradesh,58,0.4844441,0.4844441,0,0,0,0,0,0,0,0,0,0,0,0
,140,APKL0170,Pattikonda_KL,Kurnool,Andhra Pradesh,713,4.9590491,4.9590491,0,0,0,0,0,0,0,0,0,0,0,0
,141,KAKL0210,Pavagada_KL,Tumkur,Karnataka,362,2.5788822,2.5788822,0,0,0,0,0,0,0,0,0,0,0,0
,142,APJLG0229,Pedanandipadu_JLG,Guntur,Andhra Pradesh,3624,11.8554141392999,11.8455620392999,3,0,0,0.0098521,0.0098521,0,0,0,0,0,0,0
,143,APJLG0319,Phirangipuram_JLG,Guntur,Andhra Pradesh,29,0.148597016,0.148597016,0,0,0,0,0,0,0,0,0,0,0,0
,144,APJLG0241,Pithapuram_JLG,Kakinada,Andhra Pradesh,3632,12.066704870999999,12.066704870999999,0,0,0,0,0,0,0,0,0,0,0,0
,145,APJLG0278,Podili_JLG,Prakasam,Andhra Pradesh,1698,7.39016541099997,7.39016541099997,0,0,0,0,0,0,0,0,0,0,0,0
,146,APKL0073,Podili_KL,Prakasam,Andhra Pradesh,1334,5.3367092,5.3367092,0,0,0,0,0,0,0,0,0,0,0,0
,147,APMP0232,Podili_LH,Prakasam,Andhra Pradesh,365,4.846309502,4.846309502,0,0,0,0,0,0,0,0,0,0,0,0
,148,APJLG0226,Ponnur_JLG,Guntur,Andhra Pradesh,2036,6.3349970579999795,6.3349970579999795,0,0,0,0,0,0,0,0,0,0,0,0
,149,APKL0054,Ponnur_KL,Guntur,Andhra Pradesh,792,3.8218989,3.8218989,0,0,0,0,0,0,0,0,0,0,0,0
,150,APMP0161,Ponnur_LH,Guntur,Andhra Pradesh,289,2.857926003,2.857926003,0,0,0,0,0,0,0,0,0,0,0,0
,151,APJLG0291,Madanapalle_JLG,Annamayya,Andhra Pradesh,957,4.859525340999999,4.859525340999999,0,0,0,0,0,0,0,0,0,0,0,0
,152,APKL0010,Madanapalle_KL,Annamayya,Andhra Pradesh,850,6.8394422,6.8394422,0,0,0,0,0,0,0,0,0,0,0,0
,153,KAMP0165,Madhugiri_LH,Tumkur,Karnataka,258,2.0528908340000003,2.0433562270000003,1,0,0,0.009534607,0.009534607,0,0,0,0,0,0,0
,154,APJLG0280,Markapuram_JLG,Prakasam,Andhra Pradesh,1513,7.47902632799999,7.47902632799999,0,0,0,0,0,0,0,0,0,0,0,0
,155,APKL0154,Markapuram_KL,Prakasam,Andhra Pradesh,920,3.2694086,3.2694086,0,0,0,0,0,0,0,0,0,0,0,0
,156,KAMP0178,Mulbagal_LH,Kolar,Karnataka,367,3.278753203,3.263383992,2,0,0,0.015369211,0.006489511,0,0.0088797,0,0,0,0,0
,157,APJLG0268,Mundlamuru_JLG,Prakasam,Andhra Pradesh,2226,9.112663,9.112663,0,0,0,0,0,0,0,0,0,0,0,0
,158,APKL0021,Mydukur_KL,Kadapa,Andhra Pradesh,1157,5.9614387,5.9614387,0,0,0,0,0,0,0,0,0,0,0,0
,159,APKL0090,Nallajerla_KL,East Godavari,Andhra Pradesh,723,3.4637618,3.4637618,0,0,0,0,0,0,0,0,0,0,0,0
,160,APKL0091,Nandyal_KL,Nandyal,Andhra Pradesh,366,1.8077825,1.8077825,0,0,0,0,0,0,0,0,0,0,0,0
,161,APKL0072,Narayanapuram_KL,Eluru,Andhra Pradesh,1070,4.3259941,4.3259941,0,0,0,0,0,0,0,0,0,0,0,0
,162,APKL0094,Narsipatnam_KL,Anakapalle,Andhra Pradesh,873,2.4898981,2.4898981,0,0,0,0,0,0,0,0,0,0,0,0
,163,APJLG0262,Nidadavolu_JLG,East Godavari,Andhra Pradesh,4507,13.687279961000002,13.684348415000002,1,0,0,0.0029315459999999997,0,0,0.0029315459999999997,0,0,0,0,0
,164,APMP0142,Palakollu_LH,West Godavari,Andhra Pradesh,302,3.586735931,3.4638406830000004,3,0,0,0.12289524799999998,0.11382338899999998,0.009071859,0,0,0,0,0,0
,165,APJLG0292,Palamaner_JLG,Chittoor,Andhra Pradesh,1201,6.0538172119999905,6.0538172119999905,0,0,0,0,0,0,0,0,0,0,0,0
,166,APKL0017,Palamaner_KL,Chittoor,Andhra Pradesh,617,3.1799401,3.1799401,0,0,0,0,0,0,0,0,0,0,0,0
,167,KAMP0139,Pavagada_LH,Tumkur,Karnataka,268,2.104055509,2.090543641,2,0,0,0.013511868,0.004703833,0.008808035,0,0,0,0,0,0
,168,APKL0047,Piler_KL,Annamayya,Andhra Pradesh,449,2.0126897,2.0126897,0,0,0,0,0,0,0,0,0,0,0,0
,169,APKL0005,Prathipadu(EG)_KL,Kakinada,Andhra Pradesh,492,2.2157626,2.2157626,0,0,0,0,0,0,0,0,0,0,0,0
,170,APJLG0263,Prathipadu-EG_JLG,Kakinada,Andhra Pradesh,2505,10.7329240889999,10.7329240889999,0,0,0,0,0,0,0,0,0,0,0,0
,171,APJLG0239,Rajanagaram_JLG,East Godavari,Andhra Pradesh,2093,6.686192392000001,6.686192392000001,0,0,0,0,0,0,0,0,0,0,0,0
,172,APMP0164,Rayadurgam_LH,Anantapur,Andhra Pradesh,200,1.6363453220000002,1.6282246480000002,1,0,0,0.008120674000000001,0.008120674000000001,0,0,0,0,0,0,0
,173,APMP0159,Repalle_LH,Bapatla,Andhra Pradesh,335,3.8869302340000003,3.8869302340000003,0,0,0,0,0,0,0,0,0,0,0,0
,174,APKL0214,Sompeta,Srikakulam,Andhra Pradesh,380,2.3913478,2.3913478,0,0,0,0,0,0,0,0,0,0,0,0
,175,APKL0066,Tagarapuvalasa_KL,Visakhapatnam,Andhra Pradesh,1093,4.4886372,4.4886372,0,0,0,0,0,0,0,0,0,0,0,0
,176,APKL0220,Tanuku_KL,West Godavari,Andhra Pradesh,451,2.202389,2.202389,0,0,0,0,0,0,0,0,0,0,0,0
,177,APKL0191,Tekkali_KL,Srikakulam,Andhra Pradesh,258,1.4511867,1.4511867,0,0,0,0,0,0,0,0,0,0,0,0
,178,APJLG0267,Tetagunta_JLG,Kakinada,Andhra Pradesh,1942,9.02472031699996,9.02472031699996,0,0,0,0,0,0,0,0,0,0,0,0
,179,APKL0206,Uravakonda_KL,Anantapur,Andhra Pradesh,1259,7.6813113,7.6813113,0,0,0,0,0,0,0,0,0,0,0,0
,180,TNKL0062,Vellore_KL,Vellore,Tamil Nadu,418,2.0265304,2.0265304,0,0,0,0,0,0,0,0,0,0,0,0
,181,APMP0100,Nandyal_LH,Nandyal,Andhra Pradesh,137,1.144585784,1.144585784,0,0,0,0,0,0,0,0,0,0,0,0
,182,APMP0230,Ongole_LH,Prakasam,Andhra Pradesh,248,2.153488156,2.153488156,0,0,0,0,0,0,0,0,0,0,0,0
,183,APJLG0266,P.Gannavaram_JLG,Ambedkar konaseem,Andhra Pradesh,1268,5.96549622099999,5.96549622099999,0,0,0,0,0,0,0,0,0,0,0,0
,184,APMP0126,Palamaner_LH,Chittoor,Andhra Pradesh,588,4.712808116,4.6681510909999995,7,0,0,0.044657025,0.027135615000000002,0.006030732,0.011490678,0,0,0,0,0
,185,APKL0049,Parvathipuram_KL,Parvathipuram Manyam,Andhra Pradesh,1024,4.4098854,4.4098854,0,0,0,0,0,0,0,0,0,0,0,0
,186,APKL0067,Patnam Bazar_KL,Guntur,Andhra Pradesh,604,3.4149192,3.4149192,0,0,0,0,0,0,0,0,0,0,0,0
,187,APMP0234,Patnam Bazar_LH,Guntur,Andhra Pradesh,162,1.320204659,1.320204659,0,0,0,0,0,0,0,0,0,0,0,0
,188,APJLG0243,Pedana_JLG,Krishna,Andhra Pradesh,2348,10.346773354000002,10.330453253000002,5,0,0,0.016320101,0.016320101,0,0,0,0,0,0,0
,189,APJLG0194,Penugonda_JLG,West Godavari,Andhra Pradesh,2093,8.96149214999997,8.96149214999997,0,0,0,0,0,0,0,0,0,0,0,0
,190,APKL0055,Prathipadu_KL,Guntur,Andhra Pradesh,214,0.7127294,0.7127294,0,0,0,0,0,0,0,0,0,0,0,0
,191,APJLG0294,Punganur_JLG,Chittoor,Andhra Pradesh,955,4.94805805400001,4.94805805400001,0,0,0,0,0,0,0,0,0,0,0,0
,192,APKL0093,Rajanagaram_KL,East Godavari,Andhra Pradesh,894,2.9663245,2.9663245,0,0,0,0,0,0,0,0,0,0,0,0
,193,APKL0108,Ranasthalam_KL,Srikakulam,Andhra Pradesh,646,2.2776,2.2776,0,0,0,0,0,0,0,0,0,0,0,0
,194,APMP0140,Ravulapalem_LH,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,182,3.011985506,3.011985506,0,0,0,0,0,0,0,0,0,0,0,0
,195,APJLG0270,Repalle_JLG,Bapatla,Andhra Pradesh,2387,9.19272059199999,9.18489670199999,2,0,0,0.00782389,0.00782389,0,0,0,0,0,0,0
,196,APKL0036,Repalle_KL,Bapatla,Andhra Pradesh,1076,3.6123084000000003,3.6123084000000003,0,0,0,0,0,0,0,0,0,0,0,0
,197,APJLG0245,Sattenapalli_JLG,Palnadu,Andhra Pradesh,3334,13.110393932,13.106693323,1,0,0,0.0037006089999999997,0,0.0037006089999999997,0,0,0,0,0,0
,198,TSKL0075,Serilingampally_KL,Rangareddi,Telangana,458,4.078107601,4.0473471000000005,1,0,0,0.030760501000000003,0.030760501000000003,0,0,0,0,0,0,0
,199,APKL0116,Singarayakonda_KL,Prakasam,Andhra Pradesh,596,1.950271,1.950271,0,0,0,0,0,0,0,0,0,0,0,0
,200,APKL0087,Srungavarapukota_KL,Vizianagaram,Andhra Pradesh,471,1.6599495,1.6599495,0,0,0,0,0,0,0,0,0,0,0,0
,201,APMP0150,Tadepalligudem_LH,West Godavari,Andhra Pradesh,213,2.5972454320000002,2.5887476680000003,1,0,0,0.008497764,0,0.008497764,0,0,0,0,0,0
,202,TNMP0166,Vellore_LH,Vellore,Tamil Nadu,139,1.5355184640000001,1.3229693320000002,5,0,0,0.212549132,0.191586963,0.005372675,0.0056643760000000005,0.009925118,0,0,0,0
,203,TSJLG0279,Vemsoor_JLG,Khammam,Telangana,1037,4.869541985000001,4.869541985000001,0,0,0,0,0,0,0,0,0,0,0,0
,204,APKL0015,Venkatagirikota_KL,Chittoor,Andhra Pradesh,560,3.2182082,3.2182082,0,0,0,0,0,0,0,0,0,0,0,0
,205,APKL0144,Vinukonda-2_KL,Palnadu,Andhra Pradesh,1020,5.5378652,5.5378652,0,0,0,0,0,0,0,0,0,0,0,0
,206,APJLG0236,Vissannapeta_JLG,NTR,Andhra Pradesh,2104,8.343558762,8.343558762,0,0,0,0,0,0,0,0,0,0,0,0
,207,TSJLG0222,Wyra_JLG,Khammam,Telangana,3298,12.283140102000099,12.280536249000098,1,0,0,0.0026038529999999997,0.0026038529999999997,0,0,0,0,0,0,0
,208,APKL0189,Yemmiganur_KL,Kurnool,Andhra Pradesh,355,1.8473277,1.8473277,0,0,0,0,0,0,0,0,0,0,0,0
,209,APJLG0298,Kuppam_JLG,Chittoor,Andhra Pradesh,340,1.796570432,1.796570432,0,0,0,0,0,0,0,0,0,0,0,0
,210,APKL0112,Macherla_KL,Palnadu,Andhra Pradesh,591,2.0990094,2.0990094,0,0,0,0,0,0,0,0,0,0,0,0
,211,APKL0133,Madhurawada_KL,Visakhapatnam,Andhra Pradesh,301,1.0451028,1.0451028,0,0,0,0,0,0,0,0,0,0,0,0
,212,APJLG0332,Martur_JLG,Bapatla,Andhra Pradesh,1025,4.17416975000001,4.17416975000001,0,0,0,0,0,0,0,0,0,0,0,0
,213,APKL0092,Medarametla_KL,Bapatla,Andhra Pradesh,690,2.2713143,2.2713143,0,0,0,0,0,0,0,0,0,0,0,0
,214,APJLG0187,Mudinepalli_JLG,Eluru,Andhra Pradesh,2617,9.88221489799999,9.88221489799999,0,0,0,0,0,0,0,0,0,0,0,0
,215,APKL0035,Mummadivaram_KL,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,1205,5.6548977,5.6548977,0,0,0,0,0,0,0,0,0,0,0,0
,216,APKL0188,Narasannapeta_KL,Srikakulam,Andhra Pradesh,68,0.2761463,0.2761463,0,0,0,0,0,0,0,0,0,0,0,0
,217,TSJLG0302,Nereducherla_JLG,Suryapet,Telangana,592,2.1396266329999998,2.1303850759999996,3,0,0,0.009241557000000001,0.009241557000000001,0,0,0,0,0,0,0
,218,APMP0148,Nidadavolu_LH,East Godavari,Andhra Pradesh,351,5.166073939,5.166073939,0,0,0,0,0,0,0,0,0,0,0,0
,219,APKL0217,Palakollu_KL,West Godavari,Andhra Pradesh,710,3.351226,3.351226,0,0,0,0,0,0,0,0,0,0,0,0
,220,APKL0052,Palakonda_KL,Parvathipuram Manyam,Andhra Pradesh,935,6.6907211,6.6907211,0,0,0,0,0,0,0,0,0,0,0,0
,221,APKL0077,Pamuru_KL,Prakasam,Andhra Pradesh,639,2.962727,2.962727,0,0,0,0,0,0,0,0,0,0,0,0
,222,APJLG0325,Peddapuram_JLG,East Godavari,Andhra Pradesh,582,1.9755167239999998,1.9755167239999998,0,0,0,0,0,0,0,0,0,0,0,0
,223,APKL0008,Punganur_KL,Chittoor,Andhra Pradesh,1438,7.2853791,7.2853791,0,0,0,0,0,0,0,0,0,0,0,0
,224,APKL0030,Rajahmundry_KL,East Godavari,Andhra Pradesh,757,3.5364099,3.5364099,0,0,0,0,0,0,0,0,0,0,0,0
,225,APKL0014,Rajam_KL,Vizianagaram,Andhra Pradesh,546,1.7640939,1.7640939,0,0,0,0,0,0,0,0,0,0,0,0
,226,APKL0114,Ravulapalem_KL,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,634,2.1334923,2.1334923,0,0,0,0,0,0,0,0,0,0,0,0
,227,APKL0058,Salur_KL,Parvathipuram Manyam,Andhra Pradesh,1046,4.2334294,4.2334294,0,0,0,0,0,0,0,0,0,0,0,0
,228,APMP0145,Samarlakota_LH,Kakinada,Andhra Pradesh,547,8.234765264,8.13123926,4,0,0,0.103526004,0.062539304,0,0,0.0409867,0,0,0,0
,229,APKL0132,Sujatha Nagar_KL,Visakhapatnam,Andhra Pradesh,285,1.0910918,1.0910918,0,0,0,0,0,0,0,0,0,0,0,0
,230,APKL0085,T Sundupalle_KL,Annamayya,Andhra Pradesh,1423,6.6637760609,6.6637760609,0,0,0,0,0,0,0,0,0,0,0,0
,231,APKL0029,Tadepalligudem_KL,West Godavari,Andhra Pradesh,1532,6.7026853,6.7026853,0,0,0,0,0,0,0,0,0,0,0,0
,232,APKL0064,Tadikonda_KL,Guntur,Andhra Pradesh,536,1.875925,1.875925,0,0,0,0,0,0,0,0,0,0,0,0
,233,APKL0181,Tadithota(Rajahmundry-2)_KL,East Godavari,Andhra Pradesh,441,2.8661734,2.8661734,0,0,0,0,0,0,0,0,0,0,0,0
,234,APKL0023,Tallapudi_KL,East Godavari,Andhra Pradesh,1743,5.2571334,5.2571334,0,0,0,0,0,0,0,0,0,0,0,0
,235,ORJLG0318,Tangi_JLG,Khordha ,Orissa,476,2.5097128,2.5097128,0,0,0,0,0,0,0,0,0,0,0,0
,236,APKL0123,Tanguturu_KL,Prakasam,Andhra Pradesh,619,2.6133109,2.6133109,0,0,0,0,0,0,0,0,0,0,0,0
,237,APKL0069,Thullur_KL,Guntur,Andhra Pradesh,401,2.0436529,2.0436529,0,0,0,0,0,0,0,0,0,0,0,0
,238,APJLG0242,Undi_JLG,West Godavari,Andhra Pradesh,2314,10.423030201000001,10.423030201000001,0,0,0,0,0,0,0,0,0,0,0,0
,239,APKL0012,Proddatur_KL,Kadapa,Andhra Pradesh,1266,6.4767387,6.4767387,0,0,0,0,0,0,0,0,0,0,0,0
,240,ORJLG0297,Purusottampur_JLG,Ganjam,Orissa,937,4.77717950000001,4.77717950000001,0,0,0,0,0,0,0,0,0,0,0,0
,241,APJLG0295,Puthalapattu_JLG,Chittoor,Andhra Pradesh,209,1.105192,1.105192,0,0,0,0,0,0,0,0,0,0,0,0
,242,APKL0009,Rayachoti_KL,Annamayya,Andhra Pradesh,843,3.882898,3.882898,0,0,0,0,0,0,0,0,0,0,0,0
,243,APKL0173,Rayadurgam_KL,Anantapur,Andhra Pradesh,547,2.3946766,2.3946766,0,0,0,0,0,0,0,0,0,0,0,0
,244,APKL0103,Srikakulam_KL,Srikakulam,Andhra Pradesh,559,3.0240894,3.0240894,0,0,0,0,0,0,0,0,0,0,0,0
,245,APKL0233,Sullurpeta_KL,Tirupati,Andhra Pradesh,925,5.6945838,5.6945838,0,0,0,0,0,0,0,0,0,0,0,0
,246,APKL0102,Tadipatri_KL,Anantapur,Andhra Pradesh,547,3.8360317,3.8360317,0,0,0,0,0,0,0,0,0,0,0,0
,247,APKL0038,Tenali_KL,Guntur,Andhra Pradesh,337,1.6341104,1.6341104,0,0,0,0,0,0,0,0,0,0,0,0
,248,APMP0162,Tenali_LH,Guntur,Andhra Pradesh,405,3.3894354009999996,3.3894354009999996,0,0,0,0,0,0,0,0,0,0,0,0
,249,APKL0031,Tuni_KL,Kakinada,Andhra Pradesh,619,2.307758,2.307758,0,0,0,0,0,0,0,0,0,0,0,0
,250,APMP0151,Tuni_LH,Kakinada,Andhra Pradesh,305,4.935646558,4.929946961000001,1,0,0,0.005699597,0.005699597,0,0,0,0,0,0,0
,251,APKL0084,Velugodu_KL,Nandyal,Andhra Pradesh,1,0.0009,0.0009,0,0,0,0,0,0,0,0,0,0,0,0
,252,APKL0207,Vetapalem_KL,Bapatla,Andhra Pradesh,1110,3.8923825,3.8923825,0,0,0,0,0,0,0,0,0,0,0,0
,253,APKL0086,Vizianagaram_KL,Vizianagaram,Andhra Pradesh,401,2.1155695,2.1155695,0,0,0,0,0,0,0,0,0,0,0,0
,254,APJLG0186,Vuyyuru_JLG,Krishna,Andhra Pradesh,3591,13.229924877,13.226309812,1,0,0,0.003615065,0.003615065,0,0,0,0,0,0,0
,255,PUJLG0264,Yanam_JLG,Yanam,Pondicherry,1665,7.61554918799998,7.61554918799998,0,0,0,0,0,0,0,0,0,0,0,0
,256,APKL0212,Yelamanchili_KL,Visakhapatnam,Andhra Pradesh,319,1.3780635,1.3780635,0,0,0,0,0,0,0,0,0,0,0,0
,257,APKL0125,Yeleswaram_KL,Kakinada,Andhra Pradesh,814,3.5221155,3.5221155,0,0,0,0,0,0,0,0,0,0,0,0
,258,APJLG0293,Venkatagirikota_JLG,Chittoor,Andhra Pradesh,184,0.9740456,0.9740456,0,0,0,0,0,0,0,0,0,0,0,0
,259,APKL0089,Vissannapeta_KL,NTR,Andhra Pradesh,784,3.1877879,3.1877879,0,0,0,0,0,0,0,0,0,0,0,0
,260,APJLG0197,Unguturu_JLG,Eluru,Andhra Pradesh,2554,10.070096453,10.070096453,0,0,0,0,0,0,0,0,0,0,0,0
,261,APKL0211,Veeraghattam_KL,Parvathipuram Manyam,Andhra Pradesh,215,0.8240659,0.8240659,0,0,0,0,0,0,0,0,0,0,0,0
,262,APJLG0195,Veeravasaram_JLG,West Godavari,Andhra Pradesh,1822,7.82258654299997,7.82258654299997,0,0,0,0,0,0,0,0,0,0,0,0
,263,APMP0163,Venkatagirikota_LH,Chittoor,Andhra Pradesh,352,4.397751948,4.397751948,0,0,0,0,0,0,0,0,0,0,0,0
,264,APKL0027,Vinukonda_KL,Palnadu,Andhra Pradesh,2418,10.3233199,10.3233199,0,0,0,0,0,0,0,0,0,0,0,0
,265,PUMP0149,Yanam_LH,Yanam,Pondicherry,352,5.171562031000001,5.164647204,1,0,0,0.006914827,0,0,0.006914827,0,0,0,0,0
,,,,,Total,274631,1276.8271228101987,1275.5574815581986,151,0,0,1.2696412520000002,0.8486106860000001,0.148724144,0.12098275999999998,0.094112128,0,0.02126077,0.019178898,0.016771866
,,,,,,,,,,,,,,,,,,,,
,KL denotes Gold Loan; JLG - Joint Liability Group Lending and LH - LAP & HL,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Districtwise,,,,,,,,,,,,,,,,,,,
