Keertana Finserv Private Limited ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Portfolio Cuts as on 31 Mar 25,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Branchwise Break-up ,,,,,,,,,,, ,,, ,,,,,,,,,,, 
,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Branch Code,Branch Name,District,,,State,Branch Classification Rural / Urban,Number of Active Loans,"Principal Outstanding of Active Loans
(In Crs)",Standard Portfolio with 0 DPD,No of loans in arrears,"Total PAR 
(In Crs)",1-30 DPD Loans Outstanding ,31-60 DPD Loans Oustatnding,61-90 DPD Loans Oustatnding,91 to 120 DPD Loans Oustatnding,121-150 DPD Loans Outstanding,151-180 DPD Loans Outstanding,181-365 DPD Loans Outstanding,>365 DPD Loans Ousttanding,PAR >0 days,% of  PAR >0 days,PAR >90days,% of PAR >90 days,
101,APMP0388,Rajahmundry_LH,East Godavari,,,Andhra Pradesh,Urban,367,5.346005964,4.925387937,35,0.42061802700000006,0.185549286,0.150514129,0.059722606000000004,0.012585500999999999,0.008188321,0.004058183999999999,0,0,0.42061802700000006,0.07867892962193487,0.024832005999999997,0.00464496414093413,
102,SRJLG0002,Gokavaram_JLG,East Godavari,,,Andhra Pradesh,Rural,3474,7.988508740000009,7.915320419000009,37,0.073188321,0.045728268,0.02128062,0.006179433,0,0,0,0,0,0.073188321,0.009161700059678462,0,0,
103,APJLG0185,Kaikalur_JLG,Eluru,,,Andhra Pradesh,Rural,2775,5.51667706799999,3.52527700999999,912,1.991400058,0.579917633,0.47143268099999996,0.554417009,0.385632735,0,0,0,0,1.991400058,0.36097818187533676,0.385632735,0.06990308300569184,
104,APJLG0187,Mudinepalli_JLG,Eluru,,,Andhra Pradesh,Rural,3206,5.752292447,4.5969566760000005,645,1.155335771,0.488764812,0.297928829,0.229274904,0.139367226,0,0,0,0,1.155335771,0.20084788484676985,0.139367226,0.02422811901239207,
105,APJLG0196,Koyyalagudem_JLG,Eluru,,,Andhra Pradesh,Rural,2833,5.15582325099998,3.927340795999979,599,1.228482455000001,0.5188330800000011,0.328408846,0.202455553,0.178784976,0,0,0,0,1.228482455000001,0.23827086290472332,0.178784976,0.03467631982250834,
106,APJLG0197,Unguturu_JLG,Eluru,,,Andhra Pradesh,Rural,2337,4.25389215699999,3.07660493199999,566,1.1772872250000002,0.367994347,0.232363133,0.303588683,0.273341062,0,0,0,0,1.1772872250000002,0.27675530585859254,0.273341062,0.0642566976104939,
107,APJLG0285,Dwaraka Tirumala_JLG,Eluru,,,Andhra Pradesh,Rural,2058,4.94952269599999,3.6062109999999903,519,1.3433116959999998,0.531843071,0.348395992,0.26703356,0.196039073,0,0,0,0,1.3433116959999998,0.27140227017963,0.196039073,0.039607672303115425,
108,APJLG0286,Chintalapudi_JLG,Eluru,,,Andhra Pradesh,Rural,2359,5.774701444,3.188996038,935,2.5857054059999998,0.837821983,0.714903716,0.540242838,0.492736869,0,0,0,0,2.5857054059999998,0.4477643443691078,0.492736869,0.08532681278474767,
109,APKL0007,Koyyalagudem_KL,Eluru,,,Andhra Pradesh,Rural,2208,14.5325814,13.2697203,158,1.2628611,0.4299723,0.8137299,0.0191589,0,0,0,0,0,1.2628611,0.08689860839176171,0,0,
110,APKL0013,Bhimadole_KL,Eluru,,,Andhra Pradesh,Rural,1129,5.9334978,5.320248299999999,70,0.6132495,0.2884533,0.3177736,0.0070226,0,0,0,0,0,0.6132495,0.10335379242914694,0,0,
111,APKL0024,Jangareddygudem_KL,Eluru,,,Andhra Pradesh,Rural,1258,7.3606196,6.5930243,97,0.7675953,0.0775313,0.5871985,0.1028655,0,0,0,0,0,0.7675953,0.10428406054294669,0,0,
112,APKL0072,Narayanapuram_KL,Eluru,,,Andhra Pradesh,Rural,1492,8.2742697,7.596103599999999,88,0.6781661,0.1352304,0.5415946,0.0013411,0,0,0,0,0,0.6781661,0.08196084060445842,0,0,
113,APMP0256,Jangareddygudem_LH,Eluru,,,Andhra Pradesh,Rural,271,6.7566045,6.040093779999999,29,0.71651072,0.133634833,0.386998565,0.044404274,0.100887382,0.050585665999999994,0,0,0,0.71651072,0.1060459762000277,0.151473048,0.022418516282845916,
114,APJLG0226,Ponnur_JLG,Guntur,,,Andhra Pradesh,Rural,3040,4.64524192999999,3.46452767999999,724,1.18071425,0.48261863600000005,0.260592403,0.233888658,0.203614553,0,0,0,0,1.18071425,0.25417712743327503,0.203614553,0.04383292755647722,
115,APJLG0229,Pedanandipadu_JLG,Guntur,,,Andhra Pradesh,Rural,2526,3.91676565099999,3.01309096999999,575,0.9036746809999999,0.33229011,0.251228883,0.158313191,0.161842497,0,0,0,0,0.9036746809999999,0.23071961958440954,0.161842497,0.041320444320859476,
116,APJLG0331,Perecherla_JLG,Guntur,,,Andhra Pradesh,Rural,1702,3.7282189979999805,3.4725683019999805,84,0.255650696,0.113840869,0.049240038,0.038269488,0.054300301,0,0,0,0,0.255650696,0.06857180228338114,0.054300301,0.014564675795367611,
117,APKL0025,Kothapeta_KL,Guntur,,,Andhra Pradesh,Urban,1976,12.0528752,10.6128063,202,1.4400689,0.6010907,0.828662,0.0103162,0,0,0,0,0,1.4400689,0.11947928407986834,0,0,
118,APKL0038,Tenali_KL,Guntur,,,Andhra Pradesh,Urban,1169,10.3405946,9.901024999999999,58,0.4395696,0.1397422,0.2979307,0.0018967,0,0,0,0,0,0.4395696,0.04250912225105508,0,0,
119,APKL0054,Ponnur_KL,Guntur,,,Andhra Pradesh,Rural,1189,7.0827277,6.2068602,88,0.8758675,0.47889,0.3844888,0.0124887,0,0,0,0,0,0.8758675,0.12366245563838349,0,0,
120,APKL0055,Prathipadu_KL,Guntur,,,Andhra Pradesh,Rural,446,2.0613722,1.8687731,38,0.1925991,0.053588,0.1390111,0,0,0,0,0,0,0.1925991,0.09343247182629123,0,0,
121,APKL0064,Tadikonda_KL,Guntur,,,Andhra Pradesh,Rural,712,3.5127607,2.6978605,77,0.8149002,0.3261347,0.4760143,0.0127512,0,0,0,0,0,0.8149002,0.23198283902458827,0,0,
122,APKL0067,Patnam Bazar_KL,Guntur,,,Andhra Pradesh,Urban,761,4.9184152,4.1678182,77,0.750597,0.173681,0.576916,0,0,0,0,0,0,0.750597,0.1526095234904121,0,0,
123,APKL0069,Thullur_KL,Guntur,,,Andhra Pradesh,Rural,583,4.7250851,4.5576749,15,0.1674102,0.0541608,0.1132494,0,0,0,0,0,0,0.1674102,0.03543009204215179,0,0,
124,APKL0111,Bapatla_KL,Guntur,,,Andhra Pradesh,Urban,557,3.4052146,3.3513343,7,0.0538803,0.0507468,0.0031335,0,0,0,0,0,0,0.0538803,0.01582287941558808,0,0,
125,APMP0162,Tenali_LH,Guntur,,,Andhra Pradesh,Urban,416,3.684982293,3.493102406,35,0.19187988700000003,0.10931148500000001,0.036180518,0.018107119,0.019852057,0.008428708,0,0,0,0.19187988700000003,0.052070775852707744,0.028280765,0.007674599971273186,
126,APMP0234,Patnam Bazar_LH,Guntur,,,Andhra Pradesh,Urban,230,3.140234892,3.045781172,9,0.09445371999999999,0.008891838,0.08556188199999999,0,0,0,0,0,0,0.09445371999999999,0.030078552480462022,0,0,
127,APJLG0402,Badvel_JLG,Kadapa,,,Andhra Pradesh,Rural,564,1.871542819,1.871542819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,APJLG0457,Proddatur_JLG,Kadapa,,,Andhra Pradesh,Urban,241,0.894692605,0.894692605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,APKL0002,Badvel_KL,Kadapa,,,Andhra Pradesh,Rural,1463,11.4394762,10.599692,110,0.8397842,0.4788335,0.3539025,0.0070482,0,0,0,0,0,0.8397842,0.07341107104187165,0,0,
130,APKL0012,Proddatur_KL,Kadapa,,,Andhra Pradesh,Rural,1658,10.2103598,8.1224608,219,2.087899,0.7321283,1.3206573,0.0351134,0,0,0,0,0,2.087899,0.20448828845385056,0,0,
131,APKL0020,Kadapa_KL,Kadapa,,,Andhra Pradesh,Urban,1813,15.9006433,14.677988000000001,136,1.2226553,0.3743705,0.8482848,0,0,0,0,0,0,1.2226553,0.0768934487071979,0,0,
132,APKL0021,Mydukur_KL,Kadapa,,,Andhra Pradesh,Rural,1804,12.9339359,11.3122508,181,1.6216850999999999,0.57342,0.9827765,0.0654886,0,0,0,0,0,1.6216850999999999,0.12538218161418288,0,0,
133,APKL0088,Jammalamadugu_KL,Kadapa,,,Andhra Pradesh,Rural,1596,11.4852649,10.6450622,113,0.8402027,0.4245736,0.3715681,0.044061,0,0,0,0,0,0.8402027,0.0731548385967136,0,0,
134,APKL0168,Kadapa-2_KL,Kadapa,,,Andhra Pradesh,Urban,1954,15.9244878,14.926514599999999,130,0.9979732,0.3678961,0.5970946,0.0329825,0,0,0,0,0,0.9979732,0.06266909256572761,0,0,
135,APKL0315,Rajampet_KL,Kadapa,,,Andhra Pradesh,Rural,1073,13.4464895,12.0468394,75,1.3996501000000001,0.7554129,0.6442372,0,0,0,0,0,0,1.3996501000000001,0.10409037243512517,0,0,
136,APMP0376,Proddatur_LH,Kadapa,,,Andhra Pradesh,Urban,42,3.079811523,3.079811523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,APJLG0241,Pithapuram_JLG,Kakinada,,,Andhra Pradesh,Rural,3353,5.10636507999999,4.50887550899999,262,0.597489571,0.19234931200000002,0.12150058000000001,0.174261692,0.10937798700000001,0,0,0,0,0.597489571,0.11700878445612455,0.10937798700000001,0.021419930867927723,
138,APJLG0263,Prathipadu-EG_JLG,Kakinada,,,Andhra Pradesh,Rural,3313,6.849243853,5.640940504,478,1.208303349,0.353851385,0.331739448,0.279670612,0.243041904,0,0,0,0,1.208303349,0.17641412321314237,0.243041904,0.035484486932604475,
139,APJLG0265,Karapa_JLG,Kakinada,,,Andhra Pradesh,Rural,2603,5.08210218299999,4.99967797499999,40,0.082424208,0.04896955,0.012871558,0.018229189,0.002353911,0,0,0,0,0.082424208,0.016218526316868462,0.002353911,0.0004631766373911189,
140,APJLG0267,Tetagunta_JLG,Kakinada,,,Andhra Pradesh,Rural,3391,7.469611356000019,6.200975814000019,505,1.268635542,0.6660921240000001,0.303757437,0.17842867099999998,0.12035731000000001,0,0,0,0,1.268635542,0.1698395648096148,0.12035731000000001,0.016112928004389696,
141,APJLG0273,Kotananduru_JLG,Kakinada,,,Andhra Pradesh,Rural,2167,5.068049606000001,3.8073639320000003,496,1.260685674,0.47974360599999993,0.343595457,0.264545489,0.172801122,0,0,0,0,1.260685674,0.24875164451971624,0.172801122,0.034096178102799725,
142,APKL0005,Prathipadu(EG)_KL,Kakinada,,,Andhra Pradesh,Rural,979,8.136418,7.652550200000001,70,0.4838678,0.1626996,0.3211682,0,0,0,0,0,0,0.4838678,0.05946938812632291,0,0,
143,APKL0031,Tuni_KL,Kakinada,,,Andhra Pradesh,Urban,1508,13.2963274,12.6826718,70,0.6136556,0.3239339,0.2897217,0,0,0,0,0,0,0.6136556,0.04615226306777013,0,0,
144,APKL0039,Kathipudi_KL,Kakinada,,,Andhra Pradesh,Rural,899,6.0116981,5.7518054,38,0.25989270000000003,0.1103903,0.1478691,0.0016333,0,0,0,0,0,0.25989270000000003,0.04323116292217003,0,0,
145,APKL0050,Annavaram_KL,Kakinada,,,Andhra Pradesh,Rural,1787,8.6849416,8.495232,34,0.1897096,0.1149439,0.0747657,0,0,0,0,0,0,0.1897096,0.021843508999530865,0,0,
146,APKL0115,Kakinada_KL,Kakinada,,,Andhra Pradesh,Urban,772,5.6873976,4.985023399999999,93,0.7023742000000001,0.237459,0.4579308,0.0069844,0,0,0,0,0,0.7023742000000001,0.1234965883165967,0,0,
147,APKL0125,Yeleswaram_KL,Kakinada,,,Andhra Pradesh,Rural,1718,8.7222674,7.9336098999999995,160,0.7886574999999999,0.310634,0.464155,0.0138685,0,0,0,0,0,0.7886574999999999,0.09041886287503637,0,0,
148,APMP0145,Samarlakota_LH,Kakinada,,,Andhra Pradesh,Urban,256,4.8730661909999995,4.193462719999999,35,0.6796034710000001,0.211994001,0.21941839900000001,0.092845048,0.054982764,0.032126782,0.068236477,0,0,0.6796034710000001,0.1394611614870224,0.155346023,0.03187849639450958,
149,APMP0151,Tuni_LH,Kakinada,,,Andhra Pradesh,Urban,221,5.998838604,5.662547513000001,15,0.33629109100000004,0.076406638,0.158116813,0.00355821,0.048160554,0.045455268,0.004593608,0,0,0.33629109100000004,0.05605936635397434,0.09820943,0.016371407281155118,
150,APMP0387,Annavaram_LH,Kakinada,,,Andhra Pradesh,Rural,349,8.88751358199999,7.91833474699999,44,0.969178835,0.27388483199999997,0.311849772,0.27803554199999997,0.015845058999999998,0.032368906,0.057194724,0,0,0.969178835,0.10904949129561861,0.105408689,0.01186031256407706,
151,APJLG0183,Challapalli_JLG,Krishna,,,Andhra Pradesh,Rural,2845,4.972844220999989,3.5021299669999895,732,1.4707142539999998,0.47354727999999996,0.35555782599999997,0.305235783,0.336373365,0,0,0,0,1.4707142539999998,0.2957491102957281,0.336373365,0.06764204749859602,
152,APJLG0184,Kesarapalli_JLG,Krishna,,,Andhra Pradesh,Rural,2564,4.76010573099999,3.31788984399999,698,1.442215887,0.483393041,0.411368005,0.23613377900000002,0.31132106200000004,0,0,0,0,1.442215887,0.30297980097535004,0.31132106200000004,0.06540213171580089,
153,APJLG0186,Vuyyuru_JLG,Krishna,,,Andhra Pradesh,Rural,3715,6.589717231,4.300792934,1100,2.288924297,0.635254698,0.551914115,0.546204438,0.555551046,0,0,0,0,2.288924297,0.3473478780291536,0.555551046,0.0843057488698486,
154,APJLG0243,Pedana_JLG,Krishna,,,Andhra Pradesh,Rural,3253,6.63978793100002,5.46289259600002,511,1.176895335,0.313600557,0.283427474,0.295155287,0.284712017,0,0,0,0,1.176895335,0.17724893433798983,0.284712017,0.04287968530903357,
155,APJLG0287,Bapulapadu_JLG,Krishna,,,Andhra Pradesh,Rural,2932,6.30925145299998,3.9532855819999804,915,2.355965871,0.761792757,0.46813661500000003,0.5437827009999999,0.5822537980000001,0,0,0,0,2.355965871,0.3734144832474166,0.5822537980000001,0.09228571762235672,
156,APJLG0323,Kuchipudi_JLG,Krishna,,,Andhra Pradesh,Rural,1910,4.149368272,2.85924364,491,1.2901246320000002,0.42441872,0.289112102,0.263617092,0.31297671800000004,0,0,0,0,1.2901246320000002,0.3109207347792628,0.31297671800000004,0.0754275584820879,
157,APJLG0327,Bantumilli_JLG,Krishna,,,Andhra Pradesh,Rural,1082,2.111228616,1.905721032,99,0.20550758400000002,0.079687377,0.047842584,0.035696609000000004,0.042281014,0,0,0,0,0.20550758400000002,0.09734027970374953,0.042281014,0.020026734044609026,
158,APKL0001,Gunadala_KL,Krishna,,,Andhra Pradesh,Urban,1356,8.6657901,7.318725700000001,138,1.3470644,0.4292051,0.9065088,0.0113505,0,0,0,0,0,1.3470644,0.15544622988272008,0,0,
159,APKL0043,Challapalli_KL,Krishna,,,Andhra Pradesh,Rural,1380,5.857784,5.1022434,120,0.7555406,0.1762635,0.5723298,0.0069473,0,0,0,0,0,0.7555406,0.128980617926506,0,0,
160,APKL0104,Gudivada_KL,Krishna,,,Andhra Pradesh,Rural,926,5.4923098,4.8726624,94,0.6196474,0.1815872,0.3787605,0.0592997,0,0,0,0,0,0.6196474,0.11282091188665286,0,0,
161,APKL0109,Krishnalanka_KL,Krishna,,,Andhra Pradesh,Urban,692,3.4895397,2.6609835,112,0.8285562000000001,0.097902,0.7165041,0.0141501,0,0,0,0,0,0.8285562000000001,0.23743996951804278,0,0,
162,APKL0110,Ajit Singh Nagar_KL,Krishna,,,Andhra Pradesh,Urban,1227,6.9537449,6.1041962000000005,118,0.8495487,0.2239908,0.62366,0.0018979,0,0,0,0,0,0.8495487,0.12217139285624355,0,0,
163,APMP0277,Gudivada_LH,Krishna,,,Andhra Pradesh,Urban,206,3.5405861770000002,3.4225129840000004,9,0.11807319299999999,0.028146172999999997,0.03391235,0.0058819480000000006,0.050132722,0,0,0,0,0.11807319299999999,0.03334848725530681,0.050132722,0.014159441260226101,
164,APKL0048,Kurnool_KL,Kurnool,,,Andhra Pradesh,Urban,471,4.2544786,4.0625255,26,0.19195310000000002,0.1643872,0.0275659,0,0,0,0,0,0,0.19195310000000002,0.04511789059181072,0,0,
165,APKL0170,Pattikonda_KL,Kurnool,,,Andhra Pradesh,Rural,1704,15.4497582,14.041714899999999,166,1.4080433,0.4810747,0.9269686,0,0,0,0,0,0,1.4080433,0.0911369150101003,0,0,
166,APKL0189,Yemmiganur_KL,Kurnool,,,Andhra Pradesh,Rural,942,6.7342584,6.2112587,87,0.5229997000000001,0.2369622,0.2497194,0.0363181,0,0,0,0,0,0.5229997000000001,0.07766255301400375,0,0,
167,APKL0190,Adoni_KL,Kurnool,,,Andhra Pradesh,Rural,454,3.9635449,3.8981476,8,0.0653973,0.0481981,0.0171992,0,0,0,0,0,0,0.0653973,0.016499699549259554,0,0,
168,APKL0421,Kodumur_KL,Kurnool,,,Andhra Pradesh,Rural,388,4.8218518,4.8218518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,APMP0414,Yemmiganur_LH,Kurnool,,,Andhra Pradesh,Urban,35,2.166441028,2.166441028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,APKL0059,Atmakur_KL,Nandyal,,,Andhra Pradesh,Rural,2370,13.9357976,12.993367500000002,171,0.9424301,0.3801258,0.5391164,0.0231879,0,0,0,0,0,0.9424301,0.06762656340531237,0,0,
171,APKL0060,Dhone_KL,Nandyal,,,Andhra Pradesh,Rural,1023,7.9438655,7.4286827,63,0.5151827999999999,0.2447991,0.2675914,0.0027923,0,0,0,0,0,0.5151827999999999,0.06485291071456332,0,0,
172,APKL0061,Allagadda_KL,Nandyal,,,Andhra Pradesh,Rural,2305,16.3173116,14.6400157,196,1.6772959,0.7473513,0.8957544,0.0341902,0,0,0,0,0,1.6772959,0.10279241710380772,0,0,
173,APKL0091,Nandyal_KL,Nandyal,,,Andhra Pradesh,Urban,1294,11.2529109,10.353319299999999,64,0.8995915999999999,0.3519815,0.5476101,0,0,0,0,0,0,0.8995915999999999,0.07994301278969515,0,0,
174,APKL0153,Nandikotkur_KL,Nandyal,,,Andhra Pradesh,Rural,411,2.7874671,2.7454388,7,0.042028300000000005,0.0380534,0.0039749,0,0,0,0,0,0,0.042028300000000005,0.015077594996547225,0,0,
175,APKL0405,Bethamcherla_KL,Nandyal,,,Andhra Pradesh,Rural,534,3.3067808,3.1563098999999997,23,0.1504709,0.0961001,0.0543708,0,0,0,0,0,0,0.1504709,0.04550374188697358,0,0,
176,APMP0100,Nandyal_LH,Nandyal,,,Andhra Pradesh,Urban,185,5.43648964,5.39586822,1,0.04062142,0.04062142,0,0,0,0,0,0,0,0.04062142,0.007471994373192625,0,0,
177,APJLG0373,Gudur_JLG,Nellore,,,Andhra Pradesh,Rural,1445,4.666308411999999,4.666308411999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,APJLG0459,Kavali_JLG,Nellore,,,Andhra Pradesh,Urban,393,1.4226075679999999,1.4226075679999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,APJLG0461,Atmakur(Nellore)_JLG,Nellore,,,Andhra Pradesh,Urban,167,0.621401256,0.621401256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,APJLG0462,Buchireddypalem_JLG,Nellore,,,Andhra Pradesh,Rural,201,0.758610038,0.758610038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,APKL0065,Kandukur_KL,Nellore,,,Andhra Pradesh,Urban,1659,10.5166225,8.9496853,183,1.5669372000000001,0.3171014,1.2237061,0.0261297,0,0,0,0,0,1.5669372000000001,0.14899623904918144,0,0,
182,APKL0122,Nellore_KL,Nellore,,,Andhra Pradesh,Urban,1370,10.3370929,9.1324921,125,1.2046008000000001,0.1614213,1.0168797,0.0262998,0,0,0,0,0,1.2046008000000001,0.11653187328905597,0,0,
183,APKL0124,Kavali_KL,Nellore,,,Andhra Pradesh,Urban,1283,8.7289388,7.5050202,100,1.2239186,0.4808195,0.7430991,0,0,0,0,0,0,1.2239186,0.1402139054978825,0,0,
184,APKL0137,Kovur_KL,Nellore,,,Andhra Pradesh,Rural,1245,7.1003921,5.9520117,142,1.1483804,0.441467,0.6714545,0.0354589,0,0,0,0,0,1.1483804,0.16173478644932862,0,0,
185,APKL0289,Podalakur_KL,Nellore,,,Andhra Pradesh,Rural,602,3.4003293,2.9437953,60,0.456534,0.260676,0.195858,0,0,0,0,0,0,0.456534,0.13426170224160347,0,0,
186,APKL0360,Buchireddypalem_KL,Nellore,,,Andhra Pradesh,Rural,450,2.3855806,2.1147982,32,0.2707824,0.2067276,0.0640548,0,0,0,0,0,0,0.2707824,0.11350796531460726,0,0,
187,APKL0361,Atmakur(Nellore)_KL,Nellore,,,Andhra Pradesh,Rural,304,1.7362678,1.6339195,11,0.1023483,0.0611128,0.0412355,0,0,0,0,0,0,0.1023483,0.0589473006410647,0,0,
188,APKL0365,Gudur_KL,Nellore,,,Andhra Pradesh,Rural,657,5.2215421,5.1534061,14,0.068136,0.0351252,0.0330108,0,0,0,0,0,0,0.068136,0.01304901860314408,0,0,
189,APKL0369,Nellore-2_KL,Nellore,,,Andhra Pradesh,Urban,173,1.4717942,1.4717942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
190,APMP0231,Kandukur_LH,Nellore,,,Andhra Pradesh,Urban,296,6.004977277,5.752832083,10,0.252145194,0.156311098,0.095834096,0,0,0,0,0,0,0.252145194,0.041989366881662556,0,0,
191,APJLG0203,Jaggaiahpet_JLG,NTR,,,Andhra Pradesh,Rural,3674,7.695571327,4.288002744,1403,3.4075685829999998,1.144931027,0.934932319,0.7124298269999999,0.61527541,0,0,0,0,3.4075685829999998,0.4427960495986187,0.61527541,0.07995188191438096,
192,APJLG0235,Ibrahimpatnam_JLG,NTR,,,Andhra Pradesh,Rural,3492,7.431048463,3.5174936789999998,1603,3.913554784,1.56224591,1.0636924369999998,0.643969507,0.64364693,0,0,0,0,3.913554784,0.5266490729384979,0.64364693,0.08661589723237416,
193,APJLG0236,Vissannapeta_JLG,NTR,,,Andhra Pradesh,Rural,2850,5.83380955799999,3.50980326099999,973,2.324006297,0.732521291,0.680884124,0.480750688,0.429850194,0,0,0,0,2.324006297,0.3983685572685614,0.429850194,0.07368258934859127,
194,APJLG0237,Mylavaram_JLG,NTR,,,Andhra Pradesh,Rural,3428,6.792075630999979,4.352359769999978,1109,2.4397158610000003,1.022458643,0.670672104,0.389128351,0.357456763,0,0,0,0,2.4397158610000003,0.35920033779729976,0.357456763,0.05262850156858053,
195,APKL0089,Vissannapeta_KL,NTR,,,Andhra Pradesh,Rural,1308,6.5508547,5.872179,98,0.6786757000000001,0.3772049,0.2993768,0.002094,0,0,0,0,0,0.6786757000000001,0.10360109193079799,0,0,
196,APKL0182,Kondapalli_KL,NTR,,,Andhra Pradesh,Urban,2579,11.5251036,9.897165699999999,252,1.6279379,0.4837007,1.1391217,0.0051155,0,0,0,0,0,1.6279379,0.14125147647262798,0,0,
197,APJLG0227,Chilakaluripet_JLG,Palnadu,,,Andhra Pradesh,Urban,2730,4.06380592000001,3.0502331120000097,638,1.013572808,0.276009781,0.27712674,0.2514797,0.208956587,0,0,0,0,1.013572808,0.24941466889737626,0.208956587,0.05141893857962575,
198,APJLG0244,Amaravathi_JLG,Palnadu,,,Andhra Pradesh,Rural,3734,7.36119943700003,5.35188047200003,800,2.009318965,0.789887952,0.441415012,0.515031987,0.262984014,0,0,0,0,2.009318965,0.2729608105576439,0.262984014,0.0357257015314852,
199,APJLG0245,Sattenapalli_JLG,Palnadu,,,Andhra Pradesh,Rural,3873,6.33505511699999,5.3574874429999895,494,0.977567674,0.36795826000000004,0.242825832,0.184586046,0.18219753600000002,0,0,0,0,0.977567674,0.1543108395973884,0.18219753600000002,0.02876021323178021,
200,APJLG0355,Rompicherla_JLG,Palnadu,,,Andhra Pradesh,Rural,911,2.75977485,2.75977485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,APKL0026,Chilakaluripet_KL,Palnadu,,,Andhra Pradesh,Urban,2907,11.6191583,10.162839,255,1.4563193,0.4746413,0.9745624,0.0071156,0,0,0,0,0,1.4563193,0.12533776220262013,0,0,
202,APKL0027,Vinukonda_KL,Palnadu,,,Andhra Pradesh,Urban,2754,17.5181228,16.1886426,203,1.3294802,0.3840534,0.9378737,0.0075531,0,0,0,0,0,1.3294802,0.07589170456094758,0,0,
203,APKL0032,Narasaraopet_KL,Palnadu,,,Andhra Pradesh,Urban,964,3.9547986,3.3103546,112,0.6444440000000001,0.1309972,0.5052758,0.008171,0,0,0,0,0,0.6444440000000001,0.16295241937225327,0,0,
204,APKL0063,Amaravathi_KL,Palnadu,,,Andhra Pradesh,Rural,961,4.0449705,3.9430604,20,0.1019101,0.0303354,0.0715747,0,0,0,0,0,0,0.1019101,0.02519427521164864,0,0,
205,APKL0079,Achampet_KL,Palnadu,,,Andhra Pradesh,Rural,1175,4.0672348,3.3678568999999996,134,0.6993779,0.2221476,0.4464651,0.0307652,0,0,0,0,0,0.6993779,0.17195414929081548,0,0,
206,APKL0112,Macherla_KL,Palnadu,,,Andhra Pradesh,Rural,1452,6.6702571,6.0445315,105,0.6257256,0.2426197,0.3831059,0,0,0,0,0,0,0.6257256,0.09380831812315,0,0,
207,APKL0144,Vinukonda-2_KL,Palnadu,,,Andhra Pradesh,Urban,2262,14.1708636,12.5056265,229,1.6652371000000001,0.5616999,1.1009274,0.0026098,0,0,0,0,0,1.6652371000000001,0.11751133501842471,0,0,
208,APMP0160,Chilakaluripet_LH,Palnadu,,,Andhra Pradesh,Urban,321,5.72619698,5.48770476,20,0.23849222,0.127320071,0.03275553,0.010649399,0.058163614,0.005036294,0.0045673120000000005,0,0,0.23849222,0.0416493216759721,0.06776722,0.01183459462479057,
209,APKL0049,Parvathipuram_KL,Parvathipuram Manyam,,,Andhra Pradesh,Rural,1905,11.0316582,10.1947916,88,0.8368665999999999,0.5050639,0.3203696,0.0114331,0,0,0,0,0,0.8368665999999999,0.07586045405213876,0,0,
210,APKL0052,Palakonda_KL,Parvathipuram Manyam,,,Andhra Pradesh,Rural,1736,17.9423093,17.4926673,58,0.449642,0.2238303,0.2258117,0,0,0,0,0,0,0.449642,0.025060430766289374,0,0,
211,APKL0058,Salur_KL,Parvathipuram Manyam,,,Andhra Pradesh,Rural,1636,8.0181072,7.855775399999999,31,0.16233180000000003,0.0638452,0.0829056,0.015581,0,0,0,0,0,0.16233180000000003,0.020245650993541225,0,0,
212,APKL0211,Veeraghattam_KL,Parvathipuram Manyam,,,Andhra Pradesh,Rural,788,5.4876779,5.2643469000000005,27,0.223331,0.0992541,0.1240769,0,0,0,0,0,0,0.223331,0.04069681276300856,0,0,
213,APJLG0268,Mundlamuru_JLG,Prakasam,,,Andhra Pradesh,Rural,3031,5.457013226,4.371353213,501,1.085660013,0.47108854800000005,0.27474126,0.184428282,0.155401923,0,0,0,0,1.085660013,0.19894766020125457,0.155401923,0.02847746863789624,
